10042	599	49	19	26	0
# CLIMB
10043	621	50	16	25	0
10044	640	50	16	25	0
# ROLL
10045	320	317	22	20	0
10046	345	317	19	20	0
10047	367	315	20	22	0
10048	390	318	20	19	0
10049	413	317	22	20	0
10050	438	317	19	20	0
10051	460	315	20	22	0
10052	483	318	20	19	0
# ENTER PIPE
11001	415	48	16	27	0


#------------- RACCOON MARIO -------------

# IDLE FRONT
10053	174	142	16	28	0
# IDLE
10054	80	142	21	28	0
# WALK
10055	80	142	21	28	0
10056	104	142	22	28	0
10057	129	143	23	27	0
# SKID
10058	155	140	16	30	0
# RUN
10059	283	143	23	27	0
10060	309	143	23	27	0
10061	335	142	22	28	0
# JUMP
10062	257	143	23	27	0
10162	55	110	23	27	0
# SPEED UP
10063	360	142	24	28	0
10064	387	142	24	28	0
10065	414	143	24	27	0
# FLY
10066	441	143	24	27	0
10067	468	143	24	27	0
10068	495	142	24	28	0
# SPIN
10169	80	109	23	28	0
10069	174	142	16	28	0
10070	193	142	23	28	0
10071	219	142	16	28	0
# CROUCH
10072	522	142	22	28	0
# SLIDE
10073	547	143	16	27	0
# HOLD
10074	566	142	21	28	0
10075	590	142	22	28	0
10076	615	143	23	27	0
# KICK
10077	641	142	22	28	0
# DIVE
10078	666	142	24	28	0
10079	693	143	24	27	0
# SWIM
10080	720	142	24	28	0
10081	747	142	23	28	0
10082	773	143	24	27	0
# CLIMB
10083	800	142	16	28	0
10084	819	142	16	28	0
# ROLL
10085	319	342	22	20	0
10086	344	342	21	20	0
10087	368	340	20	22	0
10088	391	341	20	21	0
10089	414	342	22	20	0
10090	439	342	21	20	0
10091	462	340	20	22	0
10092	485	341	20	21	0
# ENTER PIPE
11002	174	142	16	28	0

#--------------- FIRE MARIO ---------------

# chua co ten
10093	124	115	16	21	0
10094	143	115	16	21	0
# IDLE FRONT
10095	458	109	16	27	0
# IDLE
10096	206	109	14	27	0
# WALK
10097	206	109	14	27	0
10098	223	109	16	27	0
10099	242	110	16	26	0
# SKID
10100	261	108	16	28	0
# THROW
10101	280	109	14	27	0
10102	297	109	14	27	0
# RUN
10103	333	109	19	27	0
10104	355	109	19	27	0
10105	378	110	19	26	0
# JUMP
10106	314	110	16	26	0
# HIGH JUMP
10107	400	110	19	26	0
# CROUCH
10108	422	108	14	28	0
# SLIDE
10109	439	110	16	26	0
# HOLD
10110	477	109	14	27	0
10111	494	109	15	27	0
10112	512	110	16	26	0
# KICK
10113	531	109	21	27	0
# DIVE
10114	555	109	19	27	0
10115	577	110	19	26	0
# SWIM
10116	599	109	19	27	0
10117	621	109	18	27	0
10118	642	110	19	26	0
# CLIMB
10119	664	111	16	25	0
10120	683	111	16	25	0
# ENTER PIPE
11003	458	109	16	27	0


# --------------------PLATFORM-----------------

#BRICK
20001	157	188	16	16	1
20002	176	188	16	16	1
20003	196	188	16	16	1
20004	215	188	16	16	1
20005	254	188	16	16	1
20006	353	286	16	17	1
20007	235	188	16	16	1

#PIPE
#[Green]
20008	349	318	32	32	1
20009	389	302	32	48	1

#[Black]
20010	349	361	32	32	1




# -------------------ENEMY-----------------------

# [GOOMBA]

#NORMAL
#walk
30001	9	11	16	16	2
30002	32	11	16	16	2
#die
30003	54	18	16	9	2
#die fly
30004	216	11	16	16	2

#PARAGOOMBA
#walk (wing)
30005	140	35	20	24	2
30006	116	35	20	24	2
#jump (wing)
30007	90	35	20	24	2
30008	66	35	20	24	2
#walk (no wing)
30009	104	70	16	16	2
30010	125	70	16	16	2
#die
30011	145	77	16	9	2
#die one shot
30012	244	211	16	16	2

# [KOOPA]

#KOOPA RED
#paratroopa jump
40001	107	93	16	27	2
40002	128	94	16	26	2
40003	149	93	16	27	2
#walk
40004	30	67	16	26	2
40005	49	66	16	27	2
#shell
40006	71	75	18	16	2
#spin
40007	215	40	16	16	2
40008	246	39	16	16	2
40009	275	39	16	16	2
#die
40010	215	68	16	15	2

#KOOPA GREEN
#jump
40011	107	129	16	27	2
40012	128	130	16	26	2
40013	149	129	16	27	2
#walk
40014	31	119	16	26	2
40015	51	118	16	27	2
#shell
40016	74	117	18	32	2
#spin
40017	215	82	16	32	2
40018	245	82	16	32	2
40019	274	82	16	32	2
#die
40020	246	68	16	32	2

#FIREBALL
60000	35	36	8	8	2
60001	50	37	8	8	2
60002	35	50	8	8	2
60003	50	50	8	8	2
#EXPLODE
60004	527	20	16	16	3
60005	546	22	12	12	3
60006	561	22	12	12	3
60007	576	23	11	10	3


# ---------------- ITEM ------------------

# [LEAF]
70001	180	121	16	16	1

# [MUSHROOM]
80001	156	121	16	16	1

# [COIN]
90001	290	101	14	16	1
90002	305	101	14	16	1
90003	315	101	14	16	1
90004	334	100	14	16	1
90005	351	100	14	16	1
90006	368	100	14	16	1

# ------------- PIRANHA PLANT --------------
# [PIRANHA PLANT]
100001	57	100	16	24	4
100002	38	101	16	23	4

#  [VENUS FIRE TRAP]

#VENUS RED DOWN
110001	168	126	16	32	4
110002	151	126	16	32	4
#VENUS RED UP
110003	202	126	16	32	4
110004	185	126	16	32	4

#VENUS GREEN DOWN
120001	237	126	16	32	4
120002	220	126	16	32	4
#VENUS GREEN UP
120003	272	126	16	32	4
120004	255	126	16	32	4


				
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#idle small
100	10002	100
#walk small
101	10003	100	10004	100
#skid small
102	10005	100
#run small
103	10003	50	10004	50
#run max small
104	10006	100	10007	100
#jump small
105	10008	100
#kick small
106	10014	50	10014	50	10014	50
#idle hold small
107	10012	100
#hold small
108	10012	100	10013	100
#enter pipe small
109	11000	100


#idle BIG
200	10023	100
#walk BIG
201	10023	100	10024	100	10025	100
#skid BIG
202	10026	100
#run BIG
203	10023	50	10024	50	10025	50
#run max BIG
204	10027	100	10028	100
#jump BIG
205	10030	100
#fall BIG
206	10025	100
#crouch BIG
207	10032	100
#kick BIG
208	10037	50	10037	50	10037	50
#hold idle BIG
209	10034	100
#hold move BIG
210	10034	100	10035	100	10036	100
#enter pipe BIG
211	11001	100


#idle RACCOON
300	10054	100
#walk RACCOON
301	10055	100	10056	100	10057	100
#skid RACCOON
302	10058	100
#run RACCOON
303	10055	50	10056	50	10057	50
#run max RACCOON
304	10063	100	10064	100	10065	100
#jump RACCOON
305	10062	100
#fall RACCOON
306	10060	100
#fall slow RACCOON
307	10059	100	10060	100	10061	100
#crouch RACCOON
308	10072	100
#fly RACCOON
309	10066	100	10067	100	10068	100
#attack RACCOON
310	10069	100	10070	100	10071	100
#kick RACCOON
311	10077	50	10077	50	10077	50
#idle hold RACCOON
312	10074	100
#hold RACCOON
313	10074	100	10075	100	10076	100
#enter pipe RACCOON
314	11002	100


#idle FIRE
400	10096	100
#walk FIRE
401	10097	100	10098	100	10099	100
#skid FIRE
402	10100	100
#run FIRE
403	10097	50	10098	50	10099	50
#run max FIRE
404	10103	100	10104	100	10105	100
#jump FIRE
405	10106	100
#fall FIRE
406	10099	100
#crouch FIRE
407	10108	100
#attack FIRE
408	10101	150	10102	150
#enter pipe FIRE
409	11003	100


#die
599	10099	100


# [OBJECTS]

# ==== QUESTION MARK BRICK =========
601	20001	100	20001	100	20002	100	20003	100	20004	100
602	20007	100

# ==== NORMAL BRICK ======
603	20005	100
604	20006	100

# ==== PIPE =====
#short
605	20008	100

#long
606	20009	100

#black
607	20010	100


# ==== GOOMBA  =========
#NORMAL
# walk
701	30001	100	30002	100
# stepped on
702	30003	100
# attacked
703	30004	100

#PARAGOOMBA
704	30005	100	30006	100
705	30007	100	30008	100
706	30009	100	30010	100
707	30011	100
708	30012	100

# ==== KOOPA =======
#[RED]
#jump
801	40001	100	40002	100	40003	100
#walk
802	40004	100	40005	100
#shell
803	40006	100
#spin
804	40007	100	40008	100	40009	100
#die
805	40010	100

#[GREEN]
#jump
806	40011	100	40012	100	40013	100
#walk
807	40014	100	40015	100
#shell
808	40016	100
#spin
809	40017	100	40018	100	40019	100
#die
810	40020	100



# ====== FIREBAL =========
#Shoot
901	60000	100	60001	100	60002	100	60003	100
#Explode
902	60004	100	60005	100	60006	100	60007	100

# ===== LEAF =======
1001	70001	100

# ===== MUSHROOM =====
1101	80001	100

# ====== COIN  =======
1201	90001	150	90002	150	90003	150	90004	150	90005	150	90006	150

# ===== PIRANHA PLANT =====
1301	100001	100	100002	100

# ===== VENUS FIRE TRAP RED ====
# idle (Face Down)
1401	110002	100
# idle (Face Up)
1402	110004	100
# rise/fall (Face Down)
1403	110001	100	110002	100
# rise/fall (Face Up)
1404	110003	100	110004	100


# ===== VENUS FIRE TRAP GREEN ====
# idle (Face Down)
1405	120002	100
# idle (Face Up)
1406	120004	100
# rise/fall (Face Down)
1407	120001	100	120002	100
# rise/fall (Face Up)
1408	120003	100	120004	100



#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	100	101	102	103	104	105	106	107	108	109	200	201	202	203	204	205	206	207	208	209	210	211	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	400	401	402	403	404	405	406	407	408	409	599
# GROUND
2	601
# BRICK 
3	601	602
4	603
5	604
# PIPE
6	605	606	607
# ONE WAY PLATFORM
#6	601
# GOOMBA
7	701	702	703	704	705	706	707	708
# KOOPA
8	801	802	803	804	805	806	807	808	809	810
# FIREBALL
9	901	902
# LEAF
10	1001
# MUSHROOM
11	1101
# COIN
12	1201
# PIRANHA PLANT
13	1301	1302	1303	1304
# VENUS FIRE TRAP
14	1401	1402	1403	1404	1405	1406	1407	1408
#PARAGOOMBA
15	704	705	706	707	708



[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Ground, 2 = Brick, 3 = One Way Platform, 4 = GOOMBAS, 5 = KOOPAS
# MARIO
0	50.0	150.0	1

#GROUND
1	0	-192	2	16	432
1	0	238	2	624	16
1	624	222	2	464	16
1	1152	238	2	368	16
1	1552	238	2	80	16
1	1680	238	2	560	16
1	2272	238	2	544	16
1	2816	-194	2	16	432

1	2336	206	2	32	32

#CLOUD BLOCK
1	1424	14	2	64	16
1	1504	-2	2	176	16

#STAIR BLOCK
1	1520	158	2	32	16

1	1584	222	2	48	16
1	1600	206	2	32	16
1	1616	190	2	16	16
			
1	1680	222	2	48	16
1	1680	206	2	32	16
1	1680	190	2	16	16

#PIPE BLOCK
1	2272	190	2	32	48
1	2272	-66	2	32	208

#SECRET ROOM
1	1984	286	2	128	192
1	2112	446	2	384	32
1	2240	430	2	256	16
1	2256	414	2	240	16
1	2272	398	2	224	16
1	2288	382	2	208	16
1	2304	366	2	192	16
1	2320	350	2	176	16
1	2368	286	2	128	64
1	2144	286	2	192	16



# BRICK 
# --- platform (hint: I created the list using Excel!) ----
2	176	174	3
2	192	174	3
2	224	126	3
2	240	126	3
			
			
2	416	142	3
			
2	656	206	3
2	704	174	3
			
2	1456	-34	3

2	1472	190	3			
			
2	1952	222	3
2	1968	222	3
2	1984	222	3
2	2000	222	3
2	2016	222	3
2	2032	222	3
2	2048	222	3
2	1968	206	3
2	1984	206	3
2	2000	206	3
2	2016	206	3
2	2032	206	3
2	1984	190	3
2	2000	190	3
2	2016	190	3
2	2032	190	3
			
			
			
2	2096	222	3
2	2096	206	3
2	2112	222	3




# ONE WAY PLATFORM
3	240	190	2	48	0
3	272	158	2	48	0

3	400	190	2	80	0
3	464	158	2	64	0
3	496	126	2	64	0
3	512	206	2	96	0

3	1280	206	2	112	0
3	1312	174	2	112	0
3	1344	142	2	112	0

3	1328	-18	2	64	0

3	2144	190	2	48	0
3	2176	94	2	48	0

# GOOMBA
#4	200	141	7

#PARAGOOMBA
#13	200	184	7

# KOOPA
5	150	168	8

# LEAF
7	100	100	10

# COIN
8	150	100	12

#MUSHROOM
#9	2oo	100	11

#PIRANHA PLANT
#11	64	192	13

# VENUS FIRE TRAP
12	360	190	14	0

#PIPE
#id	posX	posY	ani_set	width	height	type	secret_entrance
14	352	190	6	32	48	0	1

14	1808	206	6	32	32	0	0
14	1872	190	6	32	48	0	0

14	2272	-66	6	32	48	0	1

14	2336	206	6	32	32	0	0

#[black pipe]
14	2112	286	6	32	32	1	0
14	2336	286	6	32	32	1	1



# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	316	150	2

[TILEMAP]
#tile id	file_texture	file_path	num row on tex	num col on tex	num row on tilemap	num col tilemap	tile size
#1000	textures/world1-1.png	textures/world1-1.txt	9	11	26	176	16	16
2000	textures/World/world1-1_Full.png	textures/World/world1-1_Full.txt	9	11	40	177	16	16
